deal No,dummy,dummy,dateTime,The number of Product A bought ,The number of Product B bought 
2653,-,-,5/25/2021,2710 ,176 
2654,-,-,5/26/2021,2710 ,176 
2655,-,-,5/28/2021,2710 ,176 
2656,-,-,5/31/2021,2710 ,176 
2657,-,-,05 January 2021,2710 ,176 
2658,-,-,05 February 2021,2710 ,176 
2659,-,-,05 March 2021,2710 ,176 
2660,-,-,05 April 2021,2710 ,176 
2661,-,-,05 June 2021,2710 ,176 
2662,-,-,05 July 2021,2710 ,176 
2663,-,-,5/13/2021,2710 ,176 
2664,-,-,5/14/2021,2710 ,176 
2665,-,-,5/21/2021,2710 ,176 
2666,-,-,5/22/2021,2710 ,176 
2667,-,-,5/29/2021,2710 ,176 
2668,-,-,5/30/2021,2710 ,176 
2669,-,-,05 March 2021,2710 ,176 
2670,-,-,05 April 2021,2710 ,176 
2671,-,-,05 November 2021,2710 ,176 
2672,-,-,05 December 2021,2710 ,176 
2673,-,-,5/17/2021,2710 ,176 
2674,-,-,5/18/2021,2710 ,176 
2675,-,-,5/25/2021,2710 ,176 
2676,-,-,5/26/2021,2710 ,176 
2677,-,-,5/31/2021,2710 ,176 
2678,-,-,05 April 2021,2710 ,176 
2679,-,-,05 May 2021,2710 ,176 
2680,-,-,05 December 2021,2710 ,176 
2681,-,-,5/18/2021,2710 ,176 
2682,-,-,5/19/2021,2710 ,176 
2683,-,-,05 October 2021,2710 ,176 
2684,-,-,05 November 2021,2710 ,176 
2685,-,-,5/17/2021,2710 ,176 
2686,-,-,5/18/2021,2710 ,176 
2687,-,-,5/25/2021,2710 ,176 
2688,-,-,5/26/2021,2710 ,176 
2689,-,-,5/31/2021,2710 ,176 
2690,-,-,05 January 2021,2710 ,176 
2691,-,-,05 February 2021,2710 ,176 
2692,-,-,05 March 2021,2710 ,176 
2693,-,-,05 April 2021,2710 ,176 
2694,-,-,05 May 2021,2710 ,176 
2695,-,-,05 June 2021,2710 ,176 
2696,-,-,05 July 2021,2710 ,176 
2697,-,-,05 August 2021,2710 ,176 
2698,-,-,05 September 2021,2710 ,176 
2699,-,-,05 October 2021,2710 ,176 
2700,-,-,5/16/2021,2710 ,176 
2701,-,-,5/17/2021,2710 ,176 
2702,-,-,5/26/2021,2710 ,176 
2703,-,-,5/31/2021,2710 ,176 
2704,-,-,05 February 2021,2710 ,176 
2705,-,-,05 March 2021,2710 ,176 
2706,-,-,05 July 2021,2710 ,176 
2707,-,-,05 August 2021,2710 ,176 
2708,-,-,5/14/2021,2710 ,176 
2709,-,-,5/15/2021,2710 ,176 
2710,-,-,5/26/2021,2710 ,176 
2711,-,-,5/27/2021,2710 ,176 
2712,-,-,5/29/2021,2710 ,176 
2713,-,-,05 May 2021,2710 ,176 
2714,-,-,05 June 2021,2710 ,176 
2715,-,-,05 July 2021,2710 ,176 
2716,-,-,05 August 2021,2710 ,176 
2717,-,-,05 September 2021,2710 ,176 
2718,-,-,05 October 2021,2710 ,176 
2719,-,-,5/16/2021,2710 ,176 
2720,-,-,5/17/2021,2710 ,176 
2721,-,-,5/24/2021,2710 ,176 
2722,-,-,5/25/2021,2710 ,176 
2723,-,-,5/26/2021,2710 ,176 
2724,-,-,5/27/2021,2710 ,176 
2725,-,-,5/28/2021,2710 ,176 
2726,-,-,5/29/2021,2710 ,176 
2727,-,-,5/31/2021,2710 ,176 
2728,-,-,05 September 2021,2710 ,176 
2729,-,-,05 October 2021,2710 ,176 
2730,-,-,5/16/2021,2710 ,176 
2731,-,-,5/23/2021,2710 ,176 
2732,-,-,5/24/2021,2710 ,176 
2733,-,-,5/30/2021,2710 ,176 
2734,-,-,5/31/2021,2710 ,176 
2735,-,-,05 October 2021,2710 ,176 
2736,-,-,05 November 2021,2710 ,176 
2737,-,-,05 December 2021,2710 ,176 
2738,-,-,5/18/2021,2710 ,176 
2739,-,-,5/19/2021,2710 ,176 
2740,-,-,5/26/2021,2710 ,176 
2741,-,-,5/27/2021,2710 ,176 
2742,-,-,05 May 2021,2710 ,176 
2743,-,-,05 June 2021,2710 ,176 
2744,-,-,5/13/2021,2710 ,176 
2745,-,-,5/14/2021,2710 ,176 
2746,-,-,5/20/2021,2710 ,176 
2747,-,-,5/21/2021,2710 ,176 
2748,-,-,5/22/2021,2710 ,176 
2749,-,-,5/23/2021,2710 ,176 
2750,-,-,05 May 2021,2710 ,176 
2751,-,-,05 June 2021,2710 ,176 
2752,-,-,05 December 2021,2710 ,176 
2753,-,-,5/13/2021,2710 ,176 
2754,-,-,5/14/2021,2710 ,176 
2755,-,-,5/20/2021,2710 ,176 
2756,-,-,5/21/2021,2710 ,176 
2757,-,-,05 March 2021,2710 ,176 
2758,-,-,05 September 2021,2710 ,176 
2759,-,-,05 October 2021,2710 ,176 
2760,-,-,5/18/2021,2710 ,176 
2761,-,-,5/19/2021,2710 ,176 
2762,-,-,5/20/2021,2710 ,176 
2763,-,-,5/25/2021,2710 ,176 
2764,-,-,5/26/2021,2710 ,176 
2765,-,-,5/31/2021,2710 ,176 
2766,-,-,05 June 2021,2710 ,176 
2767,-,-,05 October 2021,2710 ,176 
2768,-,-,5/18/2021,2710 ,176 
2769,-,-,5/19/2021,2710 ,176 
2770,-,-,5/20/2021,2710 ,176 
2771,-,-,5/21/2021,2710 ,176 
2772,-,-,5/27/2021,2710 ,176 
2773,-,-,5/28/2021,2710 ,176 
2774,-,-,05 May 2021,2710 ,176 
2775,-,-,05 June 2021,2710 ,176 
2776,-,-,5/16/2021,2710 ,176 
2777,-,-,5/18/2021,2710 ,176 
2778,-,-,5/26/2021,2710 ,176 
2779,-,-,5/27/2021,2710 ,176 
2780,-,-,05 May 2021,2710 ,176 
2781,-,-,05 June 2021,2710 ,176 
2782,-,-,05 December 2021,2710 ,176 
2783,-,-,5/13/2021,2710 ,176 
2784,-,-,5/14/2021,2710 ,176 
2785,-,-,5/27/2021,2710 ,176 
2786,-,-,5/28/2021,2710 ,176 
2787,-,-,05 February 2021,2710 ,176 
2788,-,-,05 March 2021,2710 ,176 
2789,-,-,05 September 2021,2710 ,176 
2790,-,-,05 October 2021,2710 ,176 
2791,-,-,5/16/2021,2710 ,176 
2792,-,-,5/28/2021,2710 ,176 
2793,-,-,5/30/2021,2710 ,176 
2794,-,-,5/31/2021,2710 ,176 
2795,-,-,05 January 2021,2710 ,176 
2796,-,-,05 February 2021,2710 ,176 
2797,-,-,05 October 2021,2710 ,176 
2798,-,-,05 November 2021,2710 ,176 
2799,-,-,5/15/2021,2710 ,176 
2800,-,-,5/16/2021,2710 ,176 
2801,-,-,05 April 2021,2710 ,176 
2802,-,-,05 May 2021,2710 ,176 
2803,-,-,5/17/2021,2710 ,176 
2804,-,-,5/19/2021,2710 ,176 
2805,-,-,5/20/2021,2710 ,176 
2806,-,-,5/26/2021,2710 ,176 
2807,-,-,5/27/2021,2710 ,176 
2808,-,-,5/28/2021,2710 ,176 
2809,-,-,05 March 2021,2710 ,176 
2810,-,-,05 April 2021,2710 ,176 
2811,-,-,05 November 2021,2710 ,176 
2812,-,-,5/17/2021,2710 ,176 
2813,-,-,5/18/2021,2710 ,176 
2814,-,-,5/25/2021,2710 ,176 
2815,-,-,5/26/2021,2710 ,176 
2816,-,-,5/31/2021,2710 ,176 
2817,-,-,05 November 2021,2710 ,176 
2818,-,-,05 December 2021,2710 ,176 
2819,-,-,05 June 2021,2710 ,176 
2820,-,-,5/13/2021,2710 ,176 
2821,-,-,5/14/2021,2710 ,176 
2822,-,-,5/21/2021,2710 ,176 
2823,-,-,5/28/2021,2710 ,176 
2824,-,-,5/29/2021,2710 ,176 
2825,-,-,05 January 2021,2710 ,176 
2826,-,-,05 July 2021,2710 ,176 
2827,-,-,5/15/2021,2710 ,176 
2828,-,-,5/22/2021,2710 ,176 
2829,-,-,5/23/2021,2710 ,176 
2830,-,-,5/29/2021,2710 ,176 
2831,-,-,5/30/2021,2710 ,176 
2832,-,-,05 March 2021,2710 ,176 
2833,-,-,05 October 2021,2710 ,176 
2834,-,-,5/16/2021,2710 ,176 
2835,-,-,5/17/2021,2710 ,176 
2836,-,-,5/24/2021,2710 ,176 
2837,-,-,5/30/2021,2710 ,176 
2838,-,-,5/31/2021,2710 ,176 
2839,-,-,05 March 2021,2710 ,176 
2840,-,-,05 April 2021,2710 ,176 
2841,-,-,05 October 2021,2710 ,176 
2842,-,-,05 November 2021,2710 ,176 
2843,-,-,5/16/2021,2710 ,176 
2844,-,-,5/17/2021,2710 ,176 
2845,-,-,5/26/2021,2710 ,176 
2846,-,-,5/27/2021,2710 ,176 
2847,-,-,5/30/2021,2710 ,176 
2848,-,-,5/31/2021,2710 ,176 
2849,-,-,05 January 2021,2710 ,176 
2850,-,-,05 February 2021,2710 ,176 
2851,-,-,05 November 2021,2710 ,176 
2852,-,-,05 December 2021,2710 ,176 
2853,-,-,5/22/2021,2710 ,176 
2854,-,-,5/24/2021,2710 ,176 
2855,-,-,5/25/2021,2710 ,176 
2856,-,-,5/30/2021,2710 ,176 
2857,-,-,5/31/2021,2710 ,176 
2858,-,-,05 March 2021,2710 ,176 
2859,-,-,05 April 2021,2710 ,176 
2860,-,-,05 October 2021,2710 ,176 
2861,-,-,05 November 2021,2710 ,176 
2862,-,-,5/16/2021,2710 ,176 
2863,-,-,5/17/2021,2710 ,176 
2864,-,-,5/24/2021,2710 ,176 
2865,-,-,5/25/2021,2710 ,176 
2866,-,-,5/30/2021,2710 ,176 
2867,-,-,5/31/2021,2710 ,176 
2868,-,-,05 March 2021,2710 ,176 
2869,-,-,05 October 2021,2710 ,176 
2870,-,-,05 November 2021,2710 ,176 
2871,-,-,5/18/2021,2710 ,176 
2872,-,-,5/19/2021,2710 ,176 
2873,-,-,5/20/2021,2710 ,176 
2874,-,-,5/21/2021,2710 ,176 
2875,-,-,5/25/2021,2710 ,176 
2876,-,-,5/26/2021,2710 ,176 
2877,-,-,5/31/2021,2710 ,176 
2878,-,-,05 August 2021,2710 ,176 
2879,-,-,05 September 2021,2710 ,176 
2880,-,-,05 December 2021,2710 ,176 
2881,-,-,5/13/2021,2710 ,176 
2882,-,-,5/19/2021,2710 ,176 
2883,-,-,5/20/2021,2710 ,176 
2884,-,-,5/28/2021,2710 ,176 
2885,-,-,5/29/2021,2710 ,176 
2886,-,-,05 April 2021,2710 ,176 
2887,-,-,05 December 2021,2710 ,176 
2888,-,-,5/13/2021,2710 ,176 
2889,-,-,5/18/2021,2710 ,176 
2890,-,-,5/19/2021,2710 ,176 
2891,-,-,05 March 2021,2710 ,176 
2892,-,-,05 April 2021,2710 ,176 
2893,-,-,05 July 2021,2710 ,176 
2894,-,-,05 August 2021,2710 ,176 
2895,-,-,5/13/2021,2710 ,176 
2896,-,-,5/14/2021,2710 ,176 
2897,-,-,5/20/2021,2710 ,176 
2898,-,-,5/21/2021,2710 ,176 
2899,-,-,5/30/2021,2710 ,176 
2900,-,-,05 January 2021,2710 ,176 
2901,-,-,05 July 2021,2710 ,176 
2902,-,-,5/14/2021,2710 ,176 
2903,-,-,5/15/2021,2710 ,176 
2904,-,-,5/26/2021,2710 ,176 
2905,-,-,5/29/2021,2710 ,176 
2906,-,-,5/30/2021,2710 ,176 
2907,-,-,5/31/2021,2710 ,176 
2908,-,-,5/26/2021,2710 ,176 
2909,-,-,5/27/2021,2710 ,176 
2910,-,-,05 March 2021,2710 ,176 
2911,-,-,05 April 2021,2710 ,176 
2912,-,-,05 December 2021,2710 ,176 
2913,-,-,5/17/2021,2710 ,176 
2914,-,-,5/18/2021,2710 ,176 
2915,-,-,5/26/2021,2710 ,176 
2916,-,-,5/31/2021,2710 ,176 
2917,-,-,05 April 2021,2710 ,176 
2918,-,-,05 May 2021,2710 ,176 
2919,-,-,05 June 2021,2710 ,176 
2920,-,-,05 December 2021,2710 ,176 
2921,-,-,5/13/2021,2710 ,176 
2922,-,-,5/16/2021,2710 ,176 
2923,-,-,5/17/2021,2710 ,176 
2924,-,-,5/18/2021,2710 ,176 
2925,-,-,5/25/2021,2710 ,176 
2926,-,-,5/26/2021,2710 ,176 
2927,-,-,5/31/2021,2710 ,176 
2928,-,-,05 January 2021,2710 ,176 
2929,-,-,5/19/2021,2710 ,176 
2930,-,-,5/20/2021,2710 ,176 
2931,-,-,5/21/2021,2710 ,176 
2932,-,-,5/22/2021,2710 ,176 
2933,-,-,5/23/2021,2710 ,176 
2934,-,-,5/24/2021,2710 ,176 
2935,-,-,5/30/2021,2710 ,176 
2936,-,-,05 March 2021,2710 ,176 
2937,-,-,05 April 2021,2710 ,176 
2938,-,-,05 October 2021,2710 ,176 
2939,-,-,05 November 2021,2710 ,176 
2940,-,-,5/18/2021,2710 ,176 
2941,-,-,5/19/2021,2710 ,176 
2942,-,-,5/25/2021,2710 ,176 
2943,-,-,5/26/2021,2710 ,176 
2944,-,-,5/31/2021,2710 ,176 
2945,-,-,05 April 2021,2710 ,176 
2946,-,-,05 May 2021,2710 ,176 
2947,-,-,05 November 2021,2710 ,176 
2948,-,-,05 December 2021,2710 ,176 
2949,-,-,5/18/2021,2710 ,176 
2950,-,-,5/26/2021,2710 ,176 
2951,-,-,5/27/2021,2710 ,176 
2952,-,-,05 April 2021,2710 ,176 
2953,-,-,05 May 2021,2710 ,176 
2954,-,-,05 November 2021,2710 ,176 
2955,-,-,05 December 2021,2710 ,176 
2956,-,-,5/18/2021,2710 ,176 
2957,-,-,5/25/2021,2710 ,176 
2958,-,-,5/26/2021,2710 ,176 
2959,-,-,05 March 2021,2710 ,176 
2960,-,-,05 April 2021,2710 ,176 
2961,-,-,05 August 2021,2710 ,176 
2962,-,-,5/16/2021,2710 ,176 
2963,-,-,5/17/2021,2710 ,176 
2964,-,-,5/23/2021,2710 ,176 
2965,-,-,5/24/2021,2710 ,176 
2966,-,-,5/30/2021,2710 ,176 
2967,-,-,5/31/2021,2710 ,176 
2968,-,-,05 January 2021,2710 ,176 
2969,-,-,5/21/2021,2710 ,176 
2970,-,-,5/22/2021,2710 ,176 
2971,-,-,5/23/2021,2710 ,176 
2972,-,-,5/29/2021,2710 ,176 
2973,-,-,5/30/2021,2710 ,176 
2974,-,-,5/17/2021,2710 ,176 
2975,-,-,5/18/2021,2710 ,176 
2976,-,-,5/27/2021,2710 ,176 
2977,-,-,5/28/2021,2710 ,176 
2978,-,-,5/31/2021,2710 ,176 
2979,-,-,05 January 2021,2710 ,176 
2980,-,-,05 July 2021,2710 ,176 
2981,-,-,05 August 2021,2710 ,176 
2982,-,-,5/14/2021,2710 ,176 
2983,-,-,5/15/2021,2710 ,176 
2984,-,-,5/23/2021,2710 ,176 
2985,-,-,5/24/2021,2710 ,176 
2986,-,-,5/29/2021,2710 ,176 
2987,-,-,5/30/2021,2710 ,176 
2988,-,-,5/31/2021,2710 ,176 
2989,-,-,05 July 2021,2710 ,176 
2990,-,-,5/13/2021,2710 ,176 
2991,-,-,5/14/2021,2710 ,176 
2992,-,-,5/22/2021,2710 ,176 
2993,-,-,5/23/2021,2710 ,176 
2994,-,-,5/24/2021,2710 ,176 
2995,-,-,5/25/2021,2710 ,176 
2996,-,-,5/28/2021,2710 ,176 
2997,-,-,5/29/2021,2710 ,176 
2998,-,-,5/28/2021,2710 ,176 
2999,-,-,5/29/2021,2710 ,176 
3000,-,-,05 May 2021,2710 ,176 
3001,-,-,05 June 2021,2710 ,176 
3002,-,-,05 November 2021,2710 ,176 
3003,-,-,05 December 2021,2710 ,176 
3004,-,-,5/18/2021,2710 ,176 
3005,-,-,5/19/2021,2710 ,176 
3006,-,-,5/27/2021,2710 ,176 
3007,-,-,5/28/2021,2710 ,176 
3008,-,-,05 January 2021,2710 ,176 
3009,-,-,05 February 2021,2710 ,176 
3010,-,-,05 June 2021,2710 ,176 
3011,-,-,5/14/2021,2710 ,176 
3012,-,-,5/15/2021,2710 ,176 
3013,-,-,5/22/2021,2710 ,176 
3014,-,-,5/28/2021,2710 ,176 
3015,-,-,5/29/2021,2710 ,176 
3016,-,-,05 January 2021,2710 ,176 
3017,-,-,05 July 2021,2710 ,176 
3018,-,-,05 August 2021,2710 ,176 
3019,-,-,5/18/2021,2710 ,176 
3020,-,-,5/19/2021,2710 ,176 
3021,-,-,5/21/2021,2710 ,176 
3022,-,-,5/22/2021,2710 ,176 
3023,-,-,5/29/2021,2710 ,176 
3024,-,-,5/30/2021,2710 ,176 
3025,-,-,05 July 2021,2710 ,176 
3026,-,-,05 December 2021,2710 ,176 
3027,-,-,5/13/2021,2710 ,176 
3028,-,-,5/14/2021,2710 ,176 
3029,-,-,5/19/2021,2710 ,176 
3030,-,-,5/20/2021,2710 ,176 
3031,-,-,5/27/2021,2710 ,176 
3032,-,-,5/28/2021,2710 ,176 
3033,-,-,05 March 2021,2710 ,176 
3034,-,-,05 April 2021,2710 ,176 
3035,-,-,05 October 2021,2710 ,176 
3036,-,-,5/16/2021,2710 ,176 
3037,-,-,5/17/2021,2710 ,176 
3038,-,-,5/18/2021,2710 ,176 
3039,-,-,5/24/2021,2710 ,176 
3040,-,-,5/25/2021,2710 ,176 
3041,-,-,5/31/2021,2710 ,176 
3042,-,-,05 February 2021,2710 ,176 
3043,-,-,05 March 2021,2710 ,176 
3044,-,-,05 September 2021,2710 ,176 
3045,-,-,05 October 2021,2710 ,176 
3046,-,-,5/16/2021,2710 ,176 
3047,-,-,5/17/2021,2710 ,176 
3048,-,-,5/23/2021,2710 ,176 
3049,-,-,5/24/2021,2710 ,176 
3050,-,-,5/30/2021,2710 ,176 
3051,-,-,5/31/2021,2710 ,176 
3052,-,-,05 January 2021,2710 ,176 
3053,-,-,05 August 2021,2710 ,176 
3054,-,-,05 September 2021,2710 ,176 
3055,-,-,5/15/2021,2710 ,176 
3056,-,-,5/16/2021,2710 ,176 
3057,-,-,5/23/2021,2710 ,176 
3058,-,-,5/30/2021,2710 ,176 
3059,-,-,05 January 2021,2710 ,176 
3060,-,-,05 August 2021,2710 ,176 
3061,-,-,5/14/2021,2710 ,176 
3062,-,-,5/15/2021,2710 ,176 
3063,-,-,5/16/2021,2710 ,176 
3064,-,-,5/17/2021,2710 ,176 
3065,-,-,05 January 2021,2710 ,176 
3066,-,-,05 February 2021,2710 ,176 
3067,-,-,05 July 2021,2710 ,176 
3068,-,-,05 August 2021,2710 ,176 
3069,-,-,5/29/2021,2710 ,176 
3070,-,-,05 January 2021,2710 ,176 
3071,-,-,05 June 2021,2710 ,176 
3072,-,-,05 July 2021,2710 ,176 
3073,-,-,5/13/2021,2710 ,176 
3074,-,-,5/14/2021,2710 ,176 
3075,-,-,5/23/2021,2710 ,176 
3076,-,-,5/24/2021,2710 ,176 
3077,-,-,5/29/2021,2710 ,176 
3078,-,-,5/30/2021,2710 ,176 
3079,-,-,5/31/2021,2710 ,176 
3080,-,-,05 April 2021,2710 ,176 
3081,-,-,05 May 2021,2710 ,176 
3082,-,-,05 November 2021,2710 ,176 
3083,-,-,05 December 2021,2710 ,176 
3084,-,-,5/13/2021,2710 ,176 
3085,-,-,5/18/2021,2710 ,176 
3086,-,-,5/27/2021,2710 ,176 
3087,-,-,5/28/2021,2710 ,176 
3088,-,-,05 July 2021,2710 ,176 
3089,-,-,05 August 2021,2710 ,176 
3090,-,-,5/14/2021,2710 ,176 
3091,-,-,5/21/2021,2710 ,176 
3092,-,-,5/22/2021,2710 ,176 
3093,-,-,5/28/2021,2710 ,176 
3094,-,-,5/29/2021,2710 ,176 
3095,-,-,05 January 2021,2710 ,176 
3096,-,-,05 August 2021,2710 ,176 
3097,-,-,05 September 2021,2710 ,176 
3098,-,-,5/14/2021,2710 ,176 
3099,-,-,5/15/2021,2710 ,176 
3100,-,-,5/16/2021,2710 ,176 
3101,-,-,5/30/2021,2710 ,176 
3102,-,-,05 August 2021,2710 ,176 
3103,-,-,05 September 2021,2710 ,176 
3104,-,-,5/15/2021,2710 ,176 
3105,-,-,5/22/2021,2710 ,176 
3106,-,-,5/23/2021,2710 ,176 
3107,-,-,5/29/2021,2710 ,176 
3108,-,-,5/30/2021,2710 ,176 
3109,-,-,05 January 2021,2710 ,176 
3110,-,-,05 August 2021,2710 ,176 
3111,-,-,05 September 2021,2710 ,176 
3112,-,-,5/14/2021,2710 ,176 
3113,-,-,5/15/2021,2710 ,176 
3114,-,-,5/23/2021,2710 ,176 
3115,-,-,5/29/2021,2710 ,176 
3116,-,-,5/30/2021,2710 ,176 
3117,-,-,05 January 2021,2710 ,176 
3118,-,-,05 February 2021,2710 ,176 
3119,-,-,05 September 2021,2710 ,176 
3120,-,-,05 October 2021,2710 ,176 
3121,-,-,05 November 2021,2710 ,176 
3122,-,-,05 December 2021,2710 ,176 
3123,-,-,5/16/2021,2710 ,176 
3124,-,-,5/17/2021,2710 ,176 
3125,-,-,5/25/2021,2710 ,176 
3126,-,-,5/26/2021,2710 ,176 
3127,-,-,5/30/2021,2710 ,176 
3128,-,-,05 April 2021,2710 ,176 
3129,-,-,05 October 2021,2710 ,176 
3130,-,-,05 November 2021,2710 ,176 
3131,-,-,5/16/2021,2710 ,176 
3132,-,-,5/17/2021,2710 ,176 
3133,-,-,5/26/2021,2710 ,176 
3134,-,-,5/27/2021,2710 ,176 
3135,-,-,5/30/2021,2710 ,176 
3136,-,-,5/31/2021,2710 ,176 
3137,-,-,05 December 2021,2710 ,176 
3138,-,-,5/13/2021,2710 ,176 
3139,-,-,5/14/2021,2710 ,176 
3140,-,-,5/20/2021,2710 ,176 
3141,-,-,5/21/2021,2710 ,176 
3142,-,-,5/28/2021,2710 ,176 
3143,-,-,5/29/2021,2710 ,176 
3144,-,-,05 October 2021,2710 ,176 
3145,-,-,05 November 2021,2710 ,176 
3146,-,-,05 December 2021,2710 ,176 
3147,-,-,5/17/2021,2710 ,176 
3148,-,-,5/18/2021,2710 ,176 
3149,-,-,5/28/2021,2710 ,176 
3150,-,-,5/31/2021,2710 ,176 
3151,-,-,05 March 2021,2710 ,176 
3152,-,-,05 September 2021,2710 ,176 
3153,-,-,05 October 2021,2710 ,176 
3154,-,-,5/16/2021,2710 ,176 
3155,-,-,5/17/2021,2710 ,176 
3156,-,-,5/30/2021,2710 ,176 
3157,-,-,5/31/2021,2710 ,176 
3158,-,-,05 February 2021,2710 ,176 
3159,-,-,5/14/2021,2710 ,176 
3160,-,-,5/15/2021,2710 ,176 
3161,-,-,5/22/2021,2710 ,176 
3162,-,-,5/23/2021,2710 ,176 
3163,-,-,5/29/2021,2710 ,176 
3164,-,-,5/30/2021,2710 ,176 
3165,-,-,05 May 2021,2710 ,176 
3166,-,-,5/13/2021,2710 ,176 
3167,-,-,5/14/2021,2710 ,176 
3168,-,-,5/27/2021,2710 ,176 
3169,-,-,5/28/2021,2710 ,176 
3170,-,-,05 March 2021,2710 ,176 
3171,-,-,05 January 2021,2710 ,176 
3172,-,-,05 February 2021,2710 ,176 
3173,-,-,05 July 2021,2710 ,176 
3174,-,-,05 August 2021,2710 ,176 
3175,-,-,5/14/2021,2710 ,176 
3176,-,-,5/15/2021,2710 ,176 
3177,-,-,5/20/2021,2710 ,176 
3178,-,-,5/21/2021,2710 ,176 
3179,-,-,5/28/2021,2710 ,176 
3180,-,-,5/29/2021,2710 ,176 
3181,-,-,5/30/2021,2710 ,176 
3182,-,-,5/31/2021,2710 ,176 
3183,-,-,05 July 2021,2710 ,176 
3184,-,-,05 August 2021,2710 ,176 
3185,-,-,05 September 2021,2710 ,176 
3186,-,-,05 October 2021,2710 ,176 
3187,-,-,5/15/2021,2710 ,176 
3188,-,-,5/23/2021,2710 ,176 
3189,-,-,5/24/2021,2710 ,176 
3190,-,-,05 February 2021,2710 ,176 
3191,-,-,05 March 2021,2710 ,176 
3192,-,-,05 August 2021,2710 ,176 
3193,-,-,05 September 2021,2710 ,176 
3194,-,-,5/15/2021,2710 ,176 
3195,-,-,5/16/2021,2710 ,176 
3196,-,-,5/23/2021,2710 ,176 
3197,-,-,5/30/2021,2710 ,176 
3198,-,-,05 March 2021,2710 ,176 
3199,-,-,05 April 2021,2710 ,176 
3200,-,-,05 October 2021,2710 ,176 
3201,-,-,05 November 2021,2710 ,176 
3202,-,-,05 December 2021,2710 ,176 
3203,-,-,5/17/2021,2710 ,176 
3204,-,-,5/18/2021,2710 ,176 
3205,-,-,5/26/2021,2710 ,176 
3206,-,-,5/27/2021,2710 ,176 
3207,-,-,05 January 2021,2710 ,176 
3208,-,-,05 February 2021,2710 ,176 
3209,-,-,05 July 2021,2710 ,176 
3210,-,-,05 August 2021,2710 ,176 
3211,-,-,5/14/2021,2710 ,176 
3212,-,-,5/15/2021,2710 ,176 
3213,-,-,5/22/2021,2710 ,176 
3214,-,-,5/29/2021,2710 ,176 
3215,-,-,05 January 2021,2710 ,176 
3216,-,-,05 February 2021,2710 ,176 
3217,-,-,05 August 2021,2710 ,176 
3218,-,-,05 September 2021,2710 ,176 
3219,-,-,5/17/2021,2710 ,176 
3220,-,-,5/26/2021,2710 ,176 
3221,-,-,5/27/2021,2710 ,176 
3222,-,-,5/30/2021,2710 ,176 
3223,-,-,5/31/2021,2710 ,176 
3224,-,-,05 March 2021,2710 ,176 
3225,-,-,05 April 2021,2710 ,176 
3226,-,-,05 December 2021,2710 ,176 
3227,-,-,5/13/2021,2710 ,176 
3228,-,-,5/16/2021,2710 ,176 
3229,-,-,5/17/2021,2710 ,176 
3230,-,-,5/25/2021,2710 ,176 
3231,-,-,5/31/2021,2710 ,176 
3232,-,-,05 January 2021,2710 ,176 
3233,-,-,05 February 2021,2710 ,176 
3234,-,-,05 July 2021,2710 ,176 
3235,-,-,05 August 2021,2710 ,176 
3236,-,-,5/14/2021,2710 ,176 
3237,-,-,5/15/2021,2710 ,176 
3238,-,-,5/16/2021,2710 ,176 
3239,-,-,5/17/2021,2710 ,176 
3240,-,-,5/26/2021,2710 ,176 
3241,-,-,5/27/2021,2710 ,176 
3242,-,-,5/29/2021,2710 ,176 
3243,-,-,5/30/2021,2710 ,176 
3244,-,-,05 February 2021,2710 ,176 
3245,-,-,05 March 2021,2710 ,176 
3246,-,-,05 September 2021,2710 ,176 
3247,-,-,05 October 2021,2710 ,176 
3248,-,-,5/16/2021,2710 ,176 
3249,-,-,5/17/2021,2710 ,176 
3250,-,-,5/24/2021,2710 ,176 
3251,-,-,5/25/2021,2710 ,176 
3252,-,-,05 April 2021,2710 ,176 
3253,-,-,05 May 2021,2710 ,176 
3254,-,-,05 November 2021,2710 ,176 
3255,-,-,05 December 2021,2710 ,176 
3256,-,-,5/19/2021,2710 ,176 
3257,-,-,5/20/2021,2710 ,176 
3258,-,-,5/26/2021,2710 ,176 
3259,-,-,5/27/2021,2710 ,176 
3260,-,-,05 March 2021,2710 ,176 
3261,-,-,05 July 2021,2710 ,176 
3262,-,-,05 August 2021,2710 ,176 
3263,-,-,5/14/2021,2710 ,176 
3264,-,-,5/15/2021,2710 ,176 
3265,-,-,5/22/2021,2710 ,176 
3266,-,-,5/23/2021,2710 ,176 
3267,-,-,5/29/2021,2710 ,176 
3268,-,-,5/30/2021,2710 ,176 
3269,-,-,05 March 2021,2710 ,176 
3270,-,-,05 April 2021,2710 ,176 
3271,-,-,05 October 2021,2710 ,176 
3272,-,-,05 November 2021,2710 ,176 
3273,-,-,5/18/2021,2710 ,176 
3274,-,-,5/19/2021,2710 ,176 
3275,-,-,5/25/2021,2710 ,176 
3276,-,-,5/26/2021,2710 ,176 
3277,-,-,5/31/2021,2710 ,176 
3278,-,-,05 January 2021,2710 ,176 
3279,-,-,05 March 2021,2710 ,176 
3280,-,-,05 June 2021,2710 ,176 
3281,-,-,05 July 2021,2710 ,176 
3282,-,-,05 August 2021,2710 ,176 
3283,-,-,5/13/2021,2710 ,176 
3284,-,-,5/14/2021,2710 ,176 
3285,-,-,5/21/2021,2710 ,176 
3286,-,-,5/22/2021,2710 ,176 
